"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"fast"	"SRR5070791_3.1198.2724 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_3.1198.2724"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
"full"	"SRR5070791_1.15056.16582 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_1.15056.16582"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
"full"	"SRR5070791_2.5741.7267 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_2.5741.7267"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
"denovo"	"SRR5070791_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_1.4006.5532"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
"fast"	"SRR2822309_1.1197.2735 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0.650618087182824	1.89753320683112	2.1551724137931	8	8	"GCA_001559255.2"	"SRR2822309_1.1197.2735"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR2822309_2.1197.2735 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	5.84036340038936	0	8.58369098712446	8	8	"GCA_001559255.2"	"SRR2822309_2.1197.2735"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR2822309_3.1197.2735 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	1.30123617436565	3.79506641366224	2.1551724137931	8	8	"GCA_001559255.2"	"SRR2822309_3.1197.2735"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR2822309_4.4942.6480 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	6.48929266709929	1.89753320683112	10.7296137339056	8	8	"GCA_001559255.2"	"SRR2822309_4.4942.6480"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR2822309_5.4942.6480 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	1.30123617436565	1.89753320683112	0	8	8	"GCA_001559255.2"	"SRR2822309_5.4942.6480"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR2822309_6.1203.2741 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0.650618087182824	1.89753320683112	0	8	8	"GCA_001559255.2"	"SRR2822309_6.1203.2741"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"full"	"SRR2822309_1.161070.162608 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0	0	0	8	8	"GCA_001559255.2"	"SRR2822309_1.161070.162608"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"full"	"SRR2822309_2.96222.97760 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0.650618087182824	1.89753320683112	0	8	8	"GCA_001559255.2"	"SRR2822309_2.96222.97760"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"full"	"SRR2822309_3.180553.182091 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0.650618087182824	0	0	8	8	"GCA_001559255.2"	"SRR2822309_3.180553.182091"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"full"	"SRR2822309_4.310711.312249 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0	0	0	8	8	"GCA_001559255.2"	"SRR2822309_4.310711.312249"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"full"	"SRR2822309_5.23904.25442 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	3.2488628979857	0	0	8	8	"GCA_001559255.2"	"SRR2822309_5.23904.25442"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"denovo"	"SRR2822309_1.180.1718 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"	0.650618087182824	1.89753320683112	2.1551724137931	8	8	"GCA_001559255.2"	"SRR2822309_1.180.1718"	"GCA_001559255.2..16S_rRNA::CP014031.2:1074709-1076248(+)"
"fast"	"SRR3109982_1.4417.5925 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"	4.64190981432361	8.01603206412826	2.27790432801822	9	7	"GCA_001879625.1"	"SRR3109982_1.4417.5925"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"
"fast"	"SRR3109982_2.4625.6133 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"	2.6525198938992	2.00400801603206	2.27790432801822	9	7	"GCA_001879625.1"	"SRR3109982_2.4625.6133"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"
"fast"	"SRR3109982_3.1298.2806 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"	2.6542800265428	8.01603206412826	2.27790432801822	9	7	"GCA_001879625.1"	"SRR3109982_3.1298.2806"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"
"full"	"SRR3109982_2.5139.6647 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"	4.64190981432361	8.01603206412826	2.27790432801822	9	7	"GCA_001879625.1"	"SRR3109982_2.5139.6647"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"
"full"	"SRR3109982_3.43813.45321 Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium botulinum"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"	4.64190981432361	2.00400801603206	9.11161731207289	9	7	"GCA_001879625.1"	"SRR3109982_3.43813.45321"	"GCA_001879625.1..16S_rRNA::CP014148.1:187243-188752(+)"
"fast"	"SRR3118534_1.4536.6081 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_1.4536.6081"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118534_2.4543.6088 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0	0	0	4	3	"GCA_001543105.1"	"SRR3118534_2.4543.6088"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118534_3.1248.2793 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	1.94300518134715	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_3.1248.2793"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118534_4.4748.6293 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_4.4748.6293"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118541_1.4538.6083 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0	0	0	4	3	"GCA_001543105.1"	"SRR3118541_1.4538.6083"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118541_2.1249.2794 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_2.1249.2794"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118541_3.1238.2783 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	1.94300518134715	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_3.1238.2783"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118541_4.4771.6316 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_4.4771.6316"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118534_1.38221.39766 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_1.38221.39766"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118534_2.148009.149554 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_2.148009.149554"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118534_3.138375.139920 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_3.138375.139920"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118534_4.35485.37030 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_4.35485.37030"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118541_1.35602.37147 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_1.35602.37147"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118541_2.229434.230979 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0	0	0	4	3	"GCA_001543105.1"	"SRR3118541_2.229434.230979"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118541_3.128452.129997 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	1.94300518134715	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_3.128452.129997"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"full"	"SRR3118541_4.38221.39766 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_4.38221.39766"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"denovo"	"SRR3118534_1.153.1698 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118534_1.153.1698"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"denovo"	"SRR3118541_1.153.1698 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus christensenii"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"	0.647668393782383	0	2.1551724137931	4	3	"GCA_001543105.1"	"SRR3118541_1.153.1698"	"GCA_001543105.1..16S_rRNA::CP014159.1:1005728-1007274(+)"
"fast"	"SRR3118589_1.4557.6103 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118589_1.4557.6103"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118589_2.4568.6114 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	0	0	4	4	"GCA_001543145.1"	"SRR3118589_2.4568.6114"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118589_3.1249.2795 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118589_3.1249.2795"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118589_4.4771.6317 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118589_4.4771.6317"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118612_1.4571.6117 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118612_1.4571.6117"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118612_2.1378.2924 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	0	0	4	4	"GCA_001543145.1"	"SRR3118612_2.1378.2924"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118612_3.1244.2790 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118612_3.1244.2790"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118612_4.1424.2970 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118612_4.1424.2970"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118589_1.444583.446129 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118589_1.444583.446129"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118589_2.673414.674960 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118589_2.673414.674960"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118589_3.47483.49029 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118589_3.47483.49029"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118589_4.785585.787131 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118589_4.785585.787131"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118612_1.330451.331997 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	0	0	4	4	"GCA_001543145.1"	"SRR3118612_1.330451.331997"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118612_2.559282.560828 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118612_2.559282.560828"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118612_3.710003.711549 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	0	0	4	4	"GCA_001543145.1"	"SRR3118612_3.710003.711549"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"full"	"SRR3118612_4.47908.49454 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0.647249190938511	1.86915887850467	0	4	4	"GCA_001543145.1"	"SRR3118612_4.47908.49454"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"denovo"	"SRR3118589_1.96.1642 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118589_1.96.1642"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"denovo"	"SRR3118612_1.96.1642 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus sanguinicola"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"	0	0	0	4	4	"GCA_001543145.1"	"SRR3118612_1.96.1642"	"GCA_001543145.1..16S_rRNA::CP014160.1:1490903-1492450(+)"
"fast"	"SRR3118613_1.1244.2788 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	1.94426441996111	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_1.1244.2788"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118613_2.4552.6096 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	3.8860103626943	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_2.4552.6096"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118613_3.4761.6305 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	8.40336134453782	16.7597765363128	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_3.4761.6305"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118613_4.1245.2788 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	1.29533678756477	0	0	4	3	"GCA_001543175.1"	"SRR3118613_4.1245.2788"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118616_1.1246.2790 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	1.94426441996111	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118616_1.1246.2790"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118616_2.4575.6119 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	3.8860103626943	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118616_2.4575.6119"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118616_3.4758.6301 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	0	0	0	4	3	"GCA_001543175.1"	"SRR3118616_3.4758.6301"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"fast"	"SRR3118616_4.4758.6302 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	8.40336134453782	16.7597765363128	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118616_4.4758.6302"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"full"	"SRR3118613_1.148645.150188 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	2.59067357512953	0	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_1.148645.150188"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"full"	"SRR3118613_2.262256.263800 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	1.94426441996111	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_2.262256.263800"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"full"	"SRR3118613_3.20936.22480 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	7.11513583441138	16.7597765363128	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_3.20936.22480"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
"full"	"SRR3118613_4.102152.103696 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinae"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"	3.8860103626943	1.87265917602996	2.1551724137931	4	3	"GCA_001543175.1"	"SRR3118613_4.102152.103696"	"GCA_001543175.1..16S_rRNA::CP014161.1:9219-10763(+)"
